data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,actor1,assoc_actor_1,inter1,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
531721,566,NIG6983,6983,"27 January 2015",2015,1,"Violence against civilians","Fulani Ethnic Militia (Nigeria)",,4,47,"Western Africa",Nigeria,Kaduna,"Zangon Kataf",,Yangal,9.75,8.1333,1,"Vanguard (Lagos)",Subnational,"Fulani gunmen opened fire on a funeral crowd in Yangal, killing seven and injuring 14.",7,1518765566,NGA
531715,566,NIG6975,6975,"26 January 2015",2015,1,"Violence against civilians","Fulani Ethnic Militia (Nigeria)",,4,47,"Western Africa",Nigeria,Benue,Agatu,,Okokolo,7.8677,8.0949,1,"Daily Independent (Lagos)",Subnational,"Fulanis attack six Agatu LGA villages on 26/01. [The Fulani] had attacked Abugbe village, where they killed eight persons; killed two in Okoklo; murdered four in Ogwule; one in Ocholoyan and two others in adjoining villages. Fulani herdsmen had attacked Aeuede village the previous day.",2,1518765566,NGA
531714,566,NIG6974,6974,"26 January 2015",2015,1,"Violence against civilians","Fulani Ethnic Militia (Nigeria)",,4,47,"Western Africa",Nigeria,Benue,Agatu,,Obangedde,7.828,7.8141,2,"Daily Independent (Lagos)",Subnational,"Fulanis attack six Agatu LGA villages on 26/01. [The Fulani] had attacked Abugbe village, where they killed eight persons; killed two in Okoklo; murdered four in Ogwule; one in Ocholoyan and two others in adjoining villages. Fulani herdsmen had attacked Aeuede village the previous day.",7,1518765566,NGA
531710,566,NIG6973,6973,"26 January 2015",2015,1,"Violence against civilians","Fulani Ethnic Militia (Nigeria)",,4,47,"Western Africa",Nigeria,Benue,Ushongo,,Abugbe,7.0613,9.0282,1,"Daily Independent (Lagos)",Subnational,"Fulanis attack six Agatu LGA villages on 26/01. [The Fulani] had attacked Abugbe village, where they killed eight persons; killed two in Okoklo; murdered four in Ogwule; one in Ocholoyan and two others in adjoining villages. Fulani herdsmen had attacked Aeuede village the previous day.",8,1518765566,NGA
531708,566,NIG6968,6968,"25 January 2015",2015,1,"Violence against civilians","Fulani Ethnic Militia (Nigeria)",,4,47,"Western Africa",Nigeria,Benue,Agatu,,Obangedde,7.828,7.8141,2,"Daily Trust (Abuja)",Subnational,"Fulanis attack Aeuede village of Agatu LGA on 25/01, 17 deaths reported.",17,1518765566,NGA
531681,566,NIG6942,6942,"20 January 2015",2015,1,"Violence against civilians","Fulani Ethnic Militia (Nigeria)",,4,47,"Western Africa",Nigeria,Taraba,Wukari,,Kenti,7.9333,9.4833,1,"Daily Trust (Abuja)",Subnational,"Nine dead and eight missing following an attack on Kente village by suspected Fulani heardmen. The perpatrators also attacked nearby Sontyo.",9,1518765566,NGA
531682,566,NIG6944,6944,"20 January 2015",2015,1,"Violence against civilians","Fulani Ethnic Militia (Nigeria)",,4,47,"Western Africa",Nigeria,Taraba,Wukari,,Wukari,7.85,9.7833,2,"This Day (Lagos)",Subnational,"Eleven people were killed as gunmen suspected to be Fulani herdsmen attacked Sontyo village in Wukari local government area of Taraba state. The attack occurred during the early hours of the day.",11,1518765566,NGA
1475452,566,NIG6899,6899,"10 January 2015",2015,1,"Violence against civilians","Fulani Ethnic Militia (Nigeria)",,4,47,"Western Africa",Nigeria,Kogi,Lokoja,,Lokoja,7.8024,6.743,2,"PM News",National,"1000+ Fulani herdsmen attack and burn Miza location, outside Lokoja. Causalities not known.",0,1524053926,NGA
531602,566,NIG6863,6863,"02 January 2015",2015,1,"Violence against civilians","Fulani Ethnic Militia (Nigeria)",,4,47,"Western Africa",Nigeria,Kaduna,Kaura,,Zankan,9.6167,8.5333,1,"Leadership (Abuja)",Subnational,"Unidentified persons attacked and killed the district head of Zangang in Attacked chiefdom area of Kaura local government of Kaduna State, Mr Yohanna Daniel Shinkut. Residents in the area link the attack on Funalis, cause unknown.",1,1518765566,NGA
1475978,566,NIG6864,6864,"02 January 2015",2015,2,"Battle-No change of territory","Fulani Ethnic Militia (Nigeria)",,4,44,"Western Africa",Nigeria,Plateau,Mangu,,Mongu,9.5167,9.1,2,"Premium Times (Abuja)",Subnational,"Four are dead following two non-consecutive days of clashes in Mangu LGA (specific locations not known) between Fulanis and a group of unnamed Mwagahvuu speaking people. The clashes occurred on or between December 31 2014 and January 2, 2015. Note: Mangu and Barakin Ladi are adjacent; each event may have been spill over from a connecting area. One source claims ten dead on the second day of fighting. (Nigerian Tribune)",2,1524053926,NGA
531599,566,NIG6862,6862,"02 January 2015",2015,1,"Battle-No change of territory","Fulani Ethnic Militia (Nigeria)",,4,44,"Western Africa",Nigeria,Plateau,"Barkin Ladi",,"Barkin Ladi",9.5333,8.9,2,"Daily Trust (Abuja)",Subnational,"At least 10 houses were confirmed burnt and some people injured in Shurun village of Barkin Ladi local government area of Plateau State following a spill over of attacks between indigenes (not identified) and Fulani herders. No deaths reported. It is believed the battle was triggered by the beheading of a man earlier in the week. Note: Mangu and Barakin Ladi are adjacent; each event may have been spill over from a connecting area.",0,1518765566,NGA
